,id,name,type,year,num_sections,num_paragraphs
725,725,T-848-09,T,2009,1,169
726,726,C-088-14,C,2014,3,269
727,727,T-105-11,T,2011,3,151
728,728,T-654-11,T,2011,2,200
729,729,T-1028-07,T,2007,3,73
730,730,T-1417-00,T,2000,2,79
731,731,T-896-13,T,2013,4,380
732,732,T-461-06,T,2006,3,122
733,733,T-087-12,T,2012,2,432
734,734,T-289-93,T,1993,4,70
735,735,T-330-06,T,2006,3,76
736,736,C-1146-03,C,2003,7,149
737,737,T-1346-00,T,2000,2,45
738,738,C-560-04,C,2004,3,147
739,739,T-197-02,T,2002,3,68
740,740,C-026-98,C,1998,7,110
741,741,T-212-98,T,1998,4,48
742,742,C-645-02,C,2002,7,200
743,743,T-922-04,T,2004,4,87
744,744,SU624-99,SU,1999,3,268
745,745,T-459-03,T,2003,3,152
746,746,T-1450-00,T,2000,3,117
747,747,T-791-12,T,2012,3,168
748,748,T-022-97,T,1997,5,61
749,749,su569-96,SU,1996,4,182
750,750,T-581-93,T,1993,4,61
751,751,C-557-92,C,1992,6,730
752,752,C-347-19,C,2019,5,1127
753,753,T-1239-04,T,2004,4,68
754,754,T-445-12,T,2012,2,165
755,755,T-314-12,T,2012,3,314
756,756,C-416-19,C,2019,7,148
757,757,C-958-99,C,1999,7,181
758,758,T-021-11,T,2011,4,272
759,759,T-396-05,T,2005,2,206
760,760,T-770-11,T,2011,3,1910
761,761,T-545-06,T,2006,3,139
762,762,T-1533-00,T,2000,3,36
763,763,C-175-07,C,2007,4,209
764,764,C-1062-03,C,2003,7,303
765,765,C-624-07,C,2007,3,226
766,766,C-399-03,C,2003,9,224
767,767,T-214-06,T,2006,5,251
768,768,T-291-18,T,2018,5,109
769,769,T-610-97,T,1997,3,67
770,770,C-053-01,C,2001,5,187
771,771,C-1056-05,C,2005,6,1194
772,772,C-582-97,C,1997,4,76
773,773,T-855-99,T,1999,2,47
774,774,T-023-03,T,2003,4,204
775,775,T-427-92,T,1992,2,91
776,776,T-311-09,T,2009,3,236
777,777,T-629-13,T,2013,4,148
778,778,C-017-93,C,1993,4,75
779,779,C-474-99,C,1999,5,137
780,780,T-178-13,T,2013,5,118
781,781,T-440-09,T,2009,4,107
782,782,T-772-03,T,2003,3,464
783,783,T-447-00,T,2000,3,79
784,784,T-316-00,T,2000,2,39
785,785,C-319-06,C,2006,8,507
786,786,T-123-17,T,2017,3,79
787,787,T-344-20,T,2020,4,739
788,788,SU050-18,SU,2018,2,517
789,789,T-294-03,T,2003,2,135
790,790,T-729-07,T,2007,4,172
791,791,T-869-06,T,2006,4,112
792,792,T-672-17,T,2017,3,108
793,793,C-025-21,C,2021,5,1329
794,794,T-011-99,T,1999,2,43
795,795,SU901-05,SU,2005,3,322
796,796,C-329-99,C,1999,7,181
797,797,SU399-12,SU,2012,3,392
798,798,SU636-03,SU,2003,4,441
799,799,T-016-22,T,2022,3,214
800,800,SU917-10,SU,2010,4,1603
801,801,T-419-96,T,1996,3,62
802,802,T-112-95,T,1995,6,93
803,803,SU037-09,SU,2009,5,385
804,804,Su089-95,SU,1995,3,210
805,805,SU484-08,SU,2008,6,782
806,806,T-163-94,T,1994,4,95
807,807,C-380-96,C,1996,4,119
808,808,C-506-94,C,1994,5,120
809,809,SU014-02,SU,2002,3,220
810,810,C-211-00,C,2000,7,186
811,811,C-948-02,C,2002,4,830
812,812,SU1122-01,SU,2001,4,617
